Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh),Efficiency Recommendations,Estimated Cost Savings ($)
9/29/2023 0:00,14.8,32.3,101,0.26,Shift heavy operations to off-peak hours.,0.27
9/29/2023 1:00,10.63,27.15,134,0.26,Shift heavy operations to off-peak hours.,0.19
9/29/2023 2:00,19.72,16.91,121,0.24,Shift heavy operations to off-peak hours.,0.33
9/29/2023 3:00,14.41,28.31,7,0.1,Turn off unnecessary lights in unoccupied areas.,0.04
9/29/2023 4:00,6.93,20.85,93,0.25,Shift heavy operations to off-peak hours.,0.12
9/29/2023 5:00,23.48,30.94,40,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.59
9/29/2023 6:00,19.36,33.18,7,0.16,Turn off unnecessary lights in unoccupied areas.,0.09
9/29/2023 7:00,16.7,18.33,59,0.27,Shift heavy operations to off-peak hours.,0.32
9/29/2023 8:00,5.86,30.93,54,0.25,Shift heavy operations to off-peak hours.,0.1
9/29/2023 9:00,23.85,18.19,128,0.17,No action needed,0
9/29/2023 10:00,16.07,27.03,11,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.42
9/29/2023 11:00,20.6,19.25,67,0.26,Shift heavy operations to off-peak hours.,0.37
9/29/2023 12:00,13.75,23.72,74,0.29,Shift heavy operations to off-peak hours.,0.28
9/29/2023 13:00,5.3,18.32,121,0.28,Shift heavy operations to off-peak hours.,0.1
9/29/2023 14:00,20.33,23.34,67,0.18,No action needed,0
9/29/2023 15:00,17.99,21.7,72,0.29,Shift heavy operations to off-peak hours.,0.37
9/29/2023 16:00,14.61,33.41,144,0.12,No action needed,0
9/29/2023 17:00,13.67,32.93,103,0.28,Shift heavy operations to off-peak hours.,0.27
9/29/2023 18:00,12.52,29.8,48,0.18,No action needed,0
9/29/2023 19:00,10.24,32,50,0.26,Shift heavy operations to off-peak hours.,0.19
9/29/2023 20:00,12.91,25.87,83,0.23,Shift heavy operations to off-peak hours.,0.21
9/29/2023 21:00,16.57,34.42,108,0.23,Shift heavy operations to off-peak hours.,0.27
9/29/2023 22:00,7.51,23.48,31,0.2,No action needed,0
9/29/2023 23:00,9.83,17.64,80,0.1,No action needed,0
9/30/2023 0:00,7.5,18.27,113,0.16,No action needed,0
9/30/2023 1:00,23.58,16.88,101,0.11,No action needed,0
9/30/2023 2:00,12.66,23.42,50,0.13,No action needed,0
9/30/2023 3:00,9.28,21.7,104,0.11,No action needed,0
9/30/2023 4:00,23.26,20.96,133,0.22,Shift heavy operations to off-peak hours.,0.36
9/30/2023 5:00,6.91,31.56,93,0.22,Shift heavy operations to off-peak hours.,0.11
9/30/2023 6:00,17.12,28.59,14,0.28,Shift heavy operations to off-peak hours.,0.34
9/30/2023 7:00,11.26,31.29,85,0.17,No action needed,0
9/30/2023 8:00,24.6,34.98,111,0.17,Reduce HVAC cooling to save energy.,0.21
9/30/2023 9:00,7.66,15.19,21,0.13,No action needed,0
9/30/2023 10:00,20.47,16.13,106,0.17,No action needed,0
9/30/2023 11:00,24.74,32.6,87,0.13,Reduce HVAC cooling to save energy.,0.16
9/30/2023 12:00,8.22,33.73,128,0.21,Shift heavy operations to off-peak hours.,0.12
9/30/2023 13:00,18.57,32.21,40,0.19,No action needed,0
9/30/2023 14:00,6.07,30.68,15,0.14,No action needed,0
9/30/2023 15:00,7.39,18.07,131,0.18,No action needed,0
9/30/2023 16:00,18.31,31.61,107,0.17,No action needed,0
9/30/2023 17:00,16.06,18.23,94,0.17,Investigate devices left on overnight.,0.11
9/30/2023 18:00,15.6,19.35,138,0.2,Investigate devices left on overnight.,0.12
9/30/2023 19:00,18.97,30.9,102,0.2,No action needed,0
9/30/2023 20:00,9.81,30.51,127,0.26,Shift heavy operations to off-peak hours.,0.18
9/30/2023 21:00,5.88,22.22,9,0.15,Turn off unnecessary lights in unoccupied areas.,0.03
9/30/2023 22:00,10.86,24.98,43,0.24,Shift heavy operations to off-peak hours.,0.18
9/30/2023 23:00,7.61,26.67,58,0.19,No action needed,0
10/1/2023 0:00,9.32,28.69,44,0.25,Shift heavy operations to off-peak hours.,0.16
10/1/2023 1:00,8.67,21.4,103,0.23,Shift heavy operations to off-peak hours.,0.14
10/1/2023 2:00,19.11,33.21,110,0.2,No action needed,0
10/1/2023 3:00,19.76,26.12,31,0.22,Shift heavy operations to off-peak hours.,0.3
10/1/2023 4:00,8.94,17.32,57,0.24,Shift heavy operations to off-peak hours.,0.15
10/1/2023 5:00,17.62,27.13,42,0.22,Shift heavy operations to off-peak hours.,0.27
10/1/2023 6:00,14.54,28.8,132,0.17,No action needed,0
10/1/2023 7:00,8.36,26.82,53,0.16,No action needed,0
10/1/2023 8:00,11.92,29.05,10,0.17,No action needed,0
10/1/2023 9:00,15.38,31.73,62,0.13,Investigate devices left on overnight.,0.08
10/1/2023 10:00,15.32,21.71,75,0.16,Investigate devices left on overnight.,0.1
10/1/2023 11:00,16.69,20.95,6,0.27,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.63
10/1/2023 12:00,5.37,17.13,86,0.23,Shift heavy operations to off-peak hours.,0.09
10/1/2023 13:00,18.36,25.6,136,0.16,No action needed,0
10/1/2023 14:00,20.33,17.51,140,0.29,Shift heavy operations to off-peak hours.,0.41
10/1/2023 15:00,16.4,19.41,130,0.3,Shift heavy operations to off-peak hours.,0.34
10/1/2023 16:00,5.31,15.45,108,0.17,No action needed,0
10/1/2023 17:00,21.46,31.98,83,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.59
10/1/2023 18:00,21.22,28.12,26,0.12,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.23
10/1/2023 19:00,11.42,19.91,23,0.18,No action needed,0
10/1/2023 20:00,17.22,24.84,124,0.19,Investigate devices left on overnight.,0.13
10/1/2023 21:00,18.09,25.08,45,0.2,No action needed,0
10/1/2023 22:00,23.19,32.34,78,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.85
10/1/2023 23:00,6.3,17.22,74,0.24,Shift heavy operations to off-peak hours.,0.11
10/2/2023 0:00,19.98,18.93,23,0.16,No action needed,0
10/2/2023 1:00,21.96,26.31,78,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.74
10/2/2023 2:00,17.98,20.7,46,0.22,Shift heavy operations to off-peak hours.,0.28
10/2/2023 3:00,23.88,19.95,6,0.13,Turn off unnecessary lights in unoccupied areas.,0.09
10/2/2023 4:00,23.63,24.47,126,0.19,No action needed,0
10/2/2023 5:00,14.89,21.18,116,0.29,Shift heavy operations to off-peak hours.,0.3
10/2/2023 6:00,11.65,26.27,106,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.28
10/2/2023 7:00,10.42,30.06,26,0.12,Investigate devices left on overnight.,0.05
10/2/2023 8:00,21.95,17.23,114,0.11,No action needed,0
10/2/2023 9:00,20.41,18.56,94,0.12,No action needed,0
10/2/2023 10:00,9.33,24.35,53,0.21,Shift heavy operations to off-peak hours.,0.14
10/2/2023 11:00,19.19,18.8,109,0.17,Investigate devices left on overnight.,0.13
10/2/2023 12:00,5.11,19.85,109,0.23,Shift heavy operations to off-peak hours.,0.08
10/2/2023 13:00,17.52,26.56,147,0.21,Shift heavy operations to off-peak hours.,0.26
10/2/2023 14:00,8.17,18.13,142,0.29,Shift heavy operations to off-peak hours.,0.17
10/2/2023 15:00,14.91,23.82,45,0.17,No action needed,0
10/2/2023 16:00,9.22,22.74,102,0.13,No action needed,0
10/2/2023 17:00,23.71,29.95,89,0.18,Reduce HVAC cooling to save energy.,0.21
10/2/2023 18:00,14.69,15.9,51,0.12,No action needed,0
10/2/2023 19:00,19.2,22.23,16,0.24,Shift heavy operations to off-peak hours.,0.32
10/2/2023 20:00,9.47,19.03,119,0.23,Shift heavy operations to off-peak hours.,0.15
10/2/2023 21:00,24.8,17.05,46,0.22,Shift heavy operations to off-peak hours.,0.38
10/2/2023 22:00,15.06,22.04,77,0.18,Investigate devices left on overnight.,0.11
10/2/2023 23:00,24.18,16.52,33,0.2,No action needed,0
10/3/2023 0:00,6.78,20.52,138,0.26,Shift heavy operations to off-peak hours.,0.12
10/3/2023 1:00,14.28,28.83,25,0.12,No action needed,0
10/3/2023 2:00,6.45,33.04,83,0.22,Shift heavy operations to off-peak hours.,0.1
10/3/2023 3:00,9.21,16.3,149,0.16,No action needed,0
10/3/2023 4:00,23.7,33.84,33,0.14,Reduce HVAC cooling to save energy.,0.17
10/3/2023 5:00,16.45,32.14,20,0.23,Shift heavy operations to off-peak hours.,0.26
10/3/2023 6:00,16.76,15.1,46,0.16,Investigate devices left on overnight.,0.11
10/3/2023 7:00,7.22,25.2,34,0.29,Shift heavy operations to off-peak hours.,0.15
10/3/2023 8:00,7.7,26.69,62,0.2,No action needed,0
10/3/2023 9:00,24.26,21.39,15,0.17,No action needed,0
10/3/2023 10:00,23.36,31.47,126,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.76
10/3/2023 11:00,21.04,20.23,141,0.28,Shift heavy operations to off-peak hours.,0.41
10/3/2023 12:00,8.19,31.06,20,0.24,Shift heavy operations to off-peak hours.,0.14
10/3/2023 13:00,6.05,25.88,148,0.12,No action needed,0
10/3/2023 14:00,10.81,16.26,80,0.18,No action needed,0
10/3/2023 15:00,7.79,28.74,31,0.27,Shift heavy operations to off-peak hours.,0.15
10/3/2023 16:00,5.79,19.28,13,0.11,No action needed,0
10/3/2023 17:00,19.07,30.24,26,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.46
10/3/2023 18:00,16.86,19.95,45,0.24,Shift heavy operations to off-peak hours.,0.28
10/3/2023 19:00,23.97,28.05,38,0.1,Reduce HVAC cooling to save energy.,0.12
10/3/2023 20:00,18.29,16.84,19,0.18,No action needed,0
10/3/2023 21:00,8.27,23.12,121,0.19,No action needed,0
10/3/2023 22:00,23.3,31.5,19,0.17,Reduce HVAC cooling to save energy.,0.2
10/3/2023 23:00,9.95,25.13,90,0.28,Shift heavy operations to off-peak hours.,0.2
10/4/2023 0:00,16.9,21.24,28,0.17,No action needed,0
10/4/2023 1:00,11.36,26.25,46,0.24,Shift heavy operations to off-peak hours.,0.19
10/4/2023 2:00,14.11,25.41,144,0.16,No action needed,0
10/4/2023 3:00,16.32,21.51,103,0.24,Shift heavy operations to off-peak hours.,0.27
10/4/2023 4:00,16.46,33.24,68,0.27,Shift heavy operations to off-peak hours.,0.31
10/4/2023 5:00,15.57,24.82,85,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.5
10/4/2023 6:00,16.37,20.19,119,0.2,No action needed,0
10/4/2023 7:00,21.26,26.79,139,0.16,Reduce HVAC cooling to save energy.,0.17
10/4/2023 8:00,7.71,33.46,51,0.21,Shift heavy operations to off-peak hours.,0.11
10/4/2023 9:00,13.68,20.54,49,0.23,Shift heavy operations to off-peak hours.,0.22
10/4/2023 10:00,14.9,28.25,65,0.13,No action needed,0
10/4/2023 11:00,21.2,32.9,115,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.69
10/4/2023 12:00,19.28,19.71,60,0.24,Shift heavy operations to off-peak hours.,0.32
10/4/2023 13:00,17.04,28.14,60,0.22,Shift heavy operations to off-peak hours.,0.26
10/4/2023 14:00,19.98,19.14,98,0.29,Shift heavy operations to off-peak hours.,0.41
10/4/2023 15:00,7.49,33.52,68,0.18,No action needed,0
10/4/2023 16:00,23.21,21,25,0.22,Shift heavy operations to off-peak hours.,0.36
10/4/2023 17:00,6.29,16.45,65,0.17,No action needed,0
10/4/2023 18:00,17.37,16.69,31,0.29,Shift heavy operations to off-peak hours.,0.35
10/4/2023 19:00,6.06,26.74,67,0.28,Shift heavy operations to off-peak hours.,0.12
10/4/2023 20:00,12.35,25.17,98,0.21,Shift heavy operations to off-peak hours.,0.18
10/4/2023 21:00,5.05,26.53,59,0.14,No action needed,0
10/4/2023 22:00,22.24,23.88,54,0.21,Shift heavy operations to off-peak hours.,0.33
10/4/2023 23:00,23.13,16.97,117,0.11,No action needed,0
10/5/2023 0:00,14.37,24.78,134,0.24,Shift heavy operations to off-peak hours.,0.24
10/5/2023 1:00,10.74,30.65,81,0.29,Shift heavy operations to off-peak hours.,0.22
10/5/2023 2:00,13.27,22.37,68,0.18,No action needed,0
10/5/2023 3:00,11.04,30.61,82,0.28,Shift heavy operations to off-peak hours.,0.22
10/5/2023 4:00,14.9,27.46,27,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.38
10/5/2023 5:00,23.98,28.07,85,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
10/5/2023 6:00,7.7,21.87,105,0.14,No action needed,0
10/5/2023 7:00,6.01,25.76,148,0.22,Shift heavy operations to off-peak hours.,0.09
10/5/2023 8:00,19.94,22.15,90,0.28,Shift heavy operations to off-peak hours.,0.39
10/5/2023 9:00,12.46,34.24,8,0.17,Turn off unnecessary lights in unoccupied areas.; Investigate devices left on overnight.,0.15
10/5/2023 10:00,11.96,17.14,14,0.16,Investigate devices left on overnight.,0.08
10/5/2023 11:00,20.71,23.17,28,0.15,No action needed,0
10/5/2023 12:00,17.75,17.14,119,0.16,Investigate devices left on overnight.,0.11
10/5/2023 13:00,18.78,26.24,128,0.2,Investigate devices left on overnight.,0.15
10/5/2023 14:00,15.64,28.19,5,0.14,Turn off unnecessary lights in unoccupied areas.,0.07
10/5/2023 15:00,9.86,32.98,37,0.26,Shift heavy operations to off-peak hours.,0.18
10/5/2023 16:00,23.11,25.28,35,0.18,Reduce HVAC cooling to save energy.,0.21
10/5/2023 17:00,14.06,18,137,0.15,Investigate devices left on overnight.,0.08
10/5/2023 18:00,17.32,18.96,45,0.24,Shift heavy operations to off-peak hours.,0.29
10/5/2023 19:00,8.64,24.18,42,0.25,Shift heavy operations to off-peak hours.,0.15
10/5/2023 20:00,23.52,19.84,7,0.13,Turn off unnecessary lights in unoccupied areas.,0.09
10/5/2023 21:00,10.97,19.38,105,0.3,Shift heavy operations to off-peak hours.,0.23
10/5/2023 22:00,14.26,18.26,103,0.17,No action needed,0
10/5/2023 23:00,20.5,20.25,73,0.29,Shift heavy operations to off-peak hours.,0.42
10/6/2023 0:00,23.09,34.41,126,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.69
10/6/2023 1:00,7.9,30.61,28,0.13,No action needed,0
10/6/2023 2:00,22.1,23.55,139,0.21,Shift heavy operations to off-peak hours.,0.32
10/6/2023 3:00,10.41,31.66,89,0.12,No action needed,0
10/6/2023 4:00,23.32,22.74,133,0.29,Shift heavy operations to off-peak hours.,0.47
10/6/2023 5:00,7.22,25.31,53,0.28,Shift heavy operations to off-peak hours.,0.14
10/6/2023 6:00,15.71,34.05,53,0.12,Investigate devices left on overnight.,0.08
10/6/2023 7:00,8.65,31.16,46,0.13,No action needed,0
10/6/2023 8:00,11.39,29.13,103,0.14,No action needed,0
10/6/2023 9:00,10.15,31.27,74,0.22,Shift heavy operations to off-peak hours.,0.16
10/6/2023 10:00,19.34,27.43,88,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.57
10/6/2023 11:00,7.23,34.11,42,0.16,No action needed,0
10/6/2023 12:00,6.13,28.51,108,0.15,No action needed,0
10/6/2023 13:00,17.23,15,104,0.14,No action needed,0
10/6/2023 14:00,14.99,25.79,35,0.12,No action needed,0
10/6/2023 15:00,12.44,24.44,115,0.13,Investigate devices left on overnight.,0.06
10/6/2023 16:00,17.96,20.76,140,0.24,Shift heavy operations to off-peak hours.,0.3
10/6/2023 17:00,5.3,27.48,28,0.2,No action needed,0
10/6/2023 18:00,12.93,32.33,10,0.18,Investigate devices left on overnight.,0.09
10/6/2023 19:00,8.13,22.32,59,0.28,Shift heavy operations to off-peak hours.,0.16
10/6/2023 20:00,16.41,29.56,94,0.19,No action needed,0
10/6/2023 21:00,10.87,16.09,109,0.24,Shift heavy operations to off-peak hours.,0.18
10/6/2023 22:00,8.87,25.63,114,0.29,Shift heavy operations to off-peak hours.,0.18
10/6/2023 23:00,20.27,22.91,12,0.14,No action needed,0
10/7/2023 0:00,19.95,17.46,95,0.11,Investigate devices left on overnight.,0.09
10/7/2023 1:00,18.9,30.58,20,0.2,No action needed,0
10/7/2023 2:00,20.21,16.7,37,0.12,No action needed,0
10/7/2023 3:00,23.72,30.79,42,0.15,Reduce HVAC cooling to save energy.,0.18
10/7/2023 4:00,20.01,29.2,43,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.72
10/7/2023 5:00,19.41,30.41,144,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.53
10/7/2023 6:00,23.25,21.7,118,0.19,No action needed,0
10/7/2023 7:00,21.98,20.1,150,0.18,No action needed,0
10/7/2023 8:00,17.91,34.59,68,0.18,No action needed,0
10/7/2023 9:00,22.69,20.34,19,0.15,Investigate devices left on overnight.,0.14
10/7/2023 10:00,10.67,18.16,28,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.27
10/7/2023 11:00,7.67,27.61,149,0.25,Shift heavy operations to off-peak hours.,0.13
10/7/2023 12:00,16.49,23.71,143,0.14,Investigate devices left on overnight.,0.09
10/7/2023 13:00,21.78,29.76,98,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.87
10/7/2023 14:00,20.76,34.45,57,0.16,Reduce HVAC cooling to save energy.,0.17
10/7/2023 15:00,19.33,30.34,26,0.21,Shift heavy operations to off-peak hours.,0.28
10/7/2023 16:00,16.19,32.15,70,0.18,Investigate devices left on overnight.,0.12
10/7/2023 17:00,6.96,30.98,46,0.11,No action needed,0
10/7/2023 18:00,17.81,18.96,42,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.53
10/7/2023 19:00,24.37,29.98,65,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.73
10/7/2023 20:00,17.75,20.5,116,0.28,Shift heavy operations to off-peak hours.,0.35
10/7/2023 21:00,10.29,18.15,72,0.28,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.32
10/7/2023 22:00,10.93,15.76,108,0.22,Shift heavy operations to off-peak hours.,0.17
10/7/2023 23:00,5.65,16.61,21,0.16,No action needed,0
10/8/2023 0:00,19.26,15.76,90,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.49
10/8/2023 1:00,18.56,23.48,58,0.27,Shift heavy operations to off-peak hours.,0.35
10/8/2023 2:00,5.91,31.53,71,0.12,No action needed,0
10/8/2023 3:00,6.04,24.72,92,0.2,No action needed,0
10/8/2023 4:00,12.1,17.02,109,0.16,No action needed,0
10/8/2023 5:00,7.17,19.4,119,0.29,Shift heavy operations to off-peak hours.,0.15
10/8/2023 6:00,5.93,18.77,129,0.2,No action needed,0
10/8/2023 7:00,21.41,26.01,102,0.11,Reduce HVAC cooling to save energy.,0.12
10/8/2023 8:00,15.7,27.42,123,0.15,Investigate devices left on overnight.,0.09
10/8/2023 9:00,5.45,19.51,110,0.15,No action needed,0
10/8/2023 10:00,8.1,22.82,136,0.2,No action needed,0
10/8/2023 11:00,17.89,29.98,35,0.15,No action needed,0
10/8/2023 12:00,17.73,20.05,34,0.25,Shift heavy operations to off-peak hours.,0.31
10/8/2023 13:00,23.92,20.59,56,0.23,Shift heavy operations to off-peak hours.,0.39
10/8/2023 14:00,11.12,27.35,129,0.21,Shift heavy operations to off-peak hours.,0.16
10/8/2023 15:00,9.37,26.95,55,0.24,Shift heavy operations to off-peak hours.,0.16
10/8/2023 16:00,5.53,34.21,12,0.2,No action needed,0
10/8/2023 17:00,14.92,20.88,23,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.36
10/8/2023 18:00,13.9,15.29,102,0.1,Investigate devices left on overnight.,0.06
10/8/2023 19:00,22.41,16.03,8,0.18,Turn off unnecessary lights in unoccupied areas.,0.12
10/8/2023 20:00,5.96,22.26,11,0.16,No action needed,0
10/8/2023 21:00,6.04,16.81,111,0.19,No action needed,0
10/8/2023 22:00,13.6,32.39,124,0.28,Shift heavy operations to off-peak hours.,0.27
10/8/2023 23:00,10.75,28.86,105,0.15,No action needed,0
10/9/2023 0:00,21.63,16.32,72,0.17,No action needed,0
10/9/2023 1:00,21.78,28.08,10,0.15,Reduce HVAC cooling to save energy.,0.16
10/9/2023 2:00,18.25,20.69,81,0.1,Investigate devices left on overnight.,0.07
10/9/2023 3:00,17.68,34.45,10,0.12,No action needed,0
10/9/2023 4:00,6.33,16.16,63,0.18,No action needed,0
10/9/2023 5:00,22.45,18.52,132,0.29,Shift heavy operations to off-peak hours.,0.46
10/9/2023 6:00,22.64,23.53,124,0.28,Shift heavy operations to off-peak hours.,0.44
10/9/2023 7:00,11.67,18.18,39,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.35
10/9/2023 8:00,5.68,31.1,53,0.18,No action needed,0
10/9/2023 9:00,24.42,26.28,117,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.73
10/9/2023 10:00,12.68,20.7,20,0.29,Shift heavy operations to off-peak hours.,0.26
10/9/2023 11:00,16.78,22.26,32,0.2,No action needed,0
