,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh),Timestamp
6374,Autumn,15.04,73.79,13.18,622.05,8,0.07,7.62,2023-09-23 14:00:00
6375,Autumn,16.14,70.19,6.07,338.18,9,0.09,7.45,2023-09-23 15:00:00
6376,Autumn,16.89,68.41,13.19,825.94,23,0.12,4.54,2023-09-23 16:00:00
6377,Autumn,16.12,48.24,18.57,532.8,19,0.08,5.98,2023-09-23 17:00:00
6378,Autumn,15.84,47.6,19.0,264.11,19,0.06,10.69,2023-09-23 18:00:00
6379,Autumn,17.36,48.01,13.67,52.17,12,0.12,15.14,2023-09-23 19:00:00
6380,Autumn,10.47,34.08,12.04,576.93,27,0.09,9.28,2023-09-23 20:00:00
6381,Autumn,15.81,54.27,0.78,765.15,64,0.13,11.95,2023-09-23 21:00:00
6382,Autumn,19.42,53.79,13.26,93.14,73,0.26,11.01,2023-09-23 22:00:00
6383,Autumn,11.71,67.73,16.58,148.0,111,0.12,17.24,2023-09-23 23:00:00
6384,Autumn,13.69,33.89,6.65,14.63,184,0.11,16.06,2023-09-24 00:00:00
6385,Autumn,18.29,77.4,0.56,793.91,75,0.28,10.08,2023-09-24 01:00:00
6386,Autumn,18.01,65.26,6.55,8.23,200,0.28,10.02,2023-09-24 02:00:00
6387,Autumn,13.63,62.63,6.52,360.64,108,0.17,17.65,2023-09-24 03:00:00
6388,Autumn,11.21,73.06,14.1,385.13,111,0.14,11.47,2023-09-24 04:00:00
6389,Autumn,19.88,39.33,13.48,921.08,131,0.23,7.0,2023-09-24 05:00:00
6390,Autumn,18.48,67.9,12.19,266.16,144,0.28,18.33,2023-09-24 06:00:00
6391,Autumn,14.43,34.36,12.66,539.57,200,0.11,10.22,2023-09-24 07:00:00
6392,Autumn,14.86,41.27,8.14,854.13,6,0.27,7.31,2023-09-24 08:00:00
6393,Autumn,16.69,71.42,19.35,791.87,23,0.12,6.5,2023-09-24 09:00:00
6394,Autumn,18.29,59.08,7.51,714.27,9,0.13,13.45,2023-09-24 10:00:00
6395,Autumn,15.04,34.65,4.13,669.86,6,0.06,8.2,2023-09-24 11:00:00
6396,Autumn,14.01,30.23,17.02,534.09,28,0.1,11.44,2023-09-24 12:00:00
6397,Autumn,13.49,64.85,15.09,906.31,7,0.14,8.01,2023-09-24 13:00:00
6398,Autumn,10.58,40.39,19.96,260.75,20,0.1,8.38,2023-09-24 14:00:00
6399,Autumn,18.14,56.1,8.97,546.93,7,0.09,6.99,2023-09-24 15:00:00
6400,Autumn,19.7,38.4,17.63,790.53,6,0.11,5.67,2023-09-24 16:00:00
6401,Autumn,15.57,70.02,12.42,303.83,23,0.08,15.39,2023-09-24 17:00:00
6402,Autumn,14.74,38.24,0.31,155.77,20,0.06,7.65,2023-09-24 18:00:00
6403,Autumn,16.04,36.2,3.74,158.78,29,0.09,6.18,2023-09-24 19:00:00
6404,Autumn,14.18,72.44,9.95,99.5,9,0.1,6.38,2023-09-24 20:00:00
6405,Autumn,17.73,76.91,18.56,351.37,119,0.3,15.1,2023-09-24 21:00:00
6406,Autumn,11.62,71.45,12.93,49.0,163,0.27,18.08,2023-09-24 22:00:00
6407,Autumn,14.49,77.14,10.95,172.31,193,0.15,16.96,2023-09-24 23:00:00
6408,Autumn,11.2,72.38,11.53,818.1,183,0.2,16.67,2023-09-25 00:00:00
6409,Autumn,10.24,66.64,5.21,521.72,129,0.16,8.86,2023-09-25 01:00:00
6410,Autumn,11.17,30.71,5.31,569.14,195,0.23,15.45,2023-09-25 02:00:00
6411,Autumn,16.94,79.29,9.46,70.84,149,0.21,12.68,2023-09-25 03:00:00
6412,Autumn,12.75,78.82,0.56,757.05,81,0.25,15.7,2023-09-25 04:00:00
6413,Autumn,18.57,56.76,16.49,787.04,161,0.12,18.16,2023-09-25 05:00:00
6414,Autumn,16.66,61.0,19.7,889.37,127,0.22,13.41,2023-09-25 06:00:00
6415,Autumn,18.17,51.75,0.03,424.45,88,0.15,10.74,2023-09-25 07:00:00
6416,Autumn,15.58,51.73,3.61,294.73,11,0.21,6.56,2023-09-25 08:00:00
6417,Autumn,10.8,50.96,14.51,113.17,21,0.17,16.67,2023-09-25 09:00:00
6418,Autumn,10.9,44.23,10.04,139.51,27,0.05,16.79,2023-09-25 10:00:00
6419,Autumn,18.63,69.07,9.36,678.03,27,0.11,8.86,2023-09-25 11:00:00
6420,Autumn,11.9,68.11,8.75,469.86,28,0.06,14.42,2023-09-25 12:00:00
6421,Autumn,19.94,34.54,19.11,481.98,16,0.06,10.37,2023-09-25 13:00:00
6422,Autumn,12.03,41.63,0.41,531.46,15,0.11,13.3,2023-09-25 14:00:00
6423,Autumn,15.95,59.17,14.53,671.11,27,0.09,11.13,2023-09-25 15:00:00
6424,Autumn,13.56,30.5,0.37,420.96,24,0.12,10.49,2023-09-25 16:00:00
6425,Autumn,18.78,32.68,10.29,805.73,45,0.07,14.16,2023-09-25 17:00:00
6426,Autumn,15.99,79.09,0.61,527.39,22,0.06,11.78,2023-09-25 18:00:00
6427,Autumn,16.01,32.26,2.05,755.09,50,0.14,13.41,2023-09-25 19:00:00
6428,Autumn,14.35,60.77,19.28,271.27,8,0.05,10.75,2023-09-25 20:00:00
6429,Autumn,19.03,78.21,5.14,966.01,5,0.26,5.63,2023-09-25 21:00:00
6430,Autumn,15.68,78.35,0.54,464.48,27,0.21,5.57,2023-09-25 22:00:00
6431,Autumn,16.19,55.18,6.72,327.82,18,0.25,10.66,2023-09-25 23:00:00
6432,Autumn,15.77,58.29,18.99,954.1,10,0.26,11.24,2023-09-26 00:00:00
6433,Autumn,10.29,33.51,12.05,255.04,49,0.18,9.61,2023-09-26 01:00:00
6434,Autumn,19.75,76.96,3.02,717.28,41,0.2,7.92,2023-09-26 02:00:00
6435,Autumn,17.5,41.65,11.11,829.3,27,0.21,8.69,2023-09-26 03:00:00
6436,Autumn,17.73,60.05,19.15,153.24,27,0.17,8.79,2023-09-26 04:00:00
6437,Autumn,11.01,61.42,8.28,64.98,38,0.3,6.51,2023-09-26 05:00:00
6438,Autumn,14.5,62.37,17.8,947.16,47,0.15,12.1,2023-09-26 06:00:00
6439,Autumn,18.94,34.45,14.1,653.12,30,0.22,8.05,2023-09-26 07:00:00
6440,Autumn,12.82,57.43,17.53,668.15,24,0.13,13.01,2023-09-26 08:00:00
6441,Autumn,13.09,51.21,16.16,196.89,16,0.13,13.54,2023-09-26 09:00:00
6442,Autumn,10.67,73.82,6.27,725.94,39,0.12,5.48,2023-09-26 10:00:00
6443,Autumn,18.8,74.83,12.07,514.28,30,0.06,11.37,2023-09-26 11:00:00
6444,Autumn,17.32,60.25,17.55,402.75,11,0.1,11.22,2023-09-26 12:00:00
6445,Autumn,14.95,74.54,2.39,617.49,18,0.13,15.55,2023-09-26 13:00:00
6446,Autumn,18.15,69.28,0.1,809.34,6,0.1,4.42,2023-09-26 14:00:00
6447,Autumn,17.39,35.45,13.4,695.33,17,0.1,6.73,2023-09-26 15:00:00
6448,Autumn,16.11,40.94,13.97,831.53,12,0.1,10.07,2023-09-26 16:00:00
6449,Autumn,19.87,47.41,17.15,667.79,21,0.08,8.35,2023-09-26 17:00:00
6450,Autumn,18.3,45.38,3.35,179.92,36,0.06,9.74,2023-09-26 18:00:00
6451,Autumn,15.55,64.16,0.46,632.98,30,0.06,6.77,2023-09-26 19:00:00
6452,Autumn,15.02,49.63,7.04,138.04,32,0.05,12.39,2023-09-26 20:00:00
6453,Autumn,11.98,37.56,3.3,741.17,19,0.12,12.48,2023-09-26 21:00:00
6454,Autumn,10.36,77.28,10.97,958.95,44,0.25,7.18,2023-09-26 22:00:00
6455,Autumn,16.06,64.16,15.15,630.42,17,0.26,12.12,2023-09-26 23:00:00
6456,Autumn,17.4,36.9,9.61,700.08,49,0.24,14.78,2023-09-27 00:00:00
6457,Autumn,13.31,61.46,15.64,984.17,25,0.22,6.31,2023-09-27 01:00:00
6458,Autumn,11.24,43.18,19.68,271.46,21,0.18,12.07,2023-09-27 02:00:00
6459,Autumn,16.6,57.4,16.26,422.49,45,0.22,9.97,2023-09-27 03:00:00
6460,Autumn,16.09,51.67,6.96,976.64,28,0.21,8.84,2023-09-27 04:00:00
6461,Autumn,10.56,32.39,9.0,785.24,37,0.12,13.87,2023-09-27 05:00:00
6462,Autumn,14.66,66.25,6.01,343.19,38,0.1,14.27,2023-09-27 06:00:00
6463,Autumn,10.03,78.34,18.33,198.63,14,0.18,9.06,2023-09-27 07:00:00
6464,Autumn,13.64,75.16,8.39,60.19,27,0.15,11.83,2023-09-27 08:00:00
6465,Autumn,10.09,45.64,8.36,190.22,25,0.24,14.92,2023-09-27 09:00:00
6466,Autumn,13.96,41.6,18.35,906.65,41,0.12,13.86,2023-09-27 10:00:00
6467,Autumn,15.18,78.78,3.96,559.82,32,0.11,12.98,2023-09-27 11:00:00
6468,Autumn,13.72,70.26,1.62,501.22,5,0.15,13.47,2023-09-27 12:00:00
6469,Autumn,18.06,60.48,16.11,507.57,12,0.11,12.77,2023-09-27 13:00:00
6470,Autumn,12.89,63.87,12.86,881.47,26,0.08,8.49,2023-09-27 14:00:00
6471,Autumn,10.3,72.97,7.49,180.8,17,0.1,15.1,2023-09-27 15:00:00
6472,Autumn,19.4,73.54,9.09,581.4,10,0.13,12.31,2023-09-27 16:00:00
6473,Autumn,12.59,51.55,16.88,392.87,12,0.13,7.04,2023-09-27 17:00:00
6474,Autumn,14.23,76.9,17.61,754.19,29,0.14,11.54,2023-09-27 18:00:00
6475,Autumn,19.68,60.75,19.67,528.06,9,0.12,11.04,2023-09-27 19:00:00
6476,Autumn,16.04,47.75,1.5,383.21,20,0.09,14.47,2023-09-27 20:00:00
6477,Autumn,11.85,64.44,6.85,727.39,158,0.24,10.36,2023-09-27 21:00:00
6478,Autumn,19.67,38.3,17.93,850.89,81,0.2,12.07,2023-09-27 22:00:00
6479,Autumn,11.66,59.51,7.87,885.13,109,0.26,7.61,2023-09-27 23:00:00
6480,Autumn,11.34,50.48,5.34,477.97,172,0.23,12.65,2023-09-28 00:00:00
6481,Autumn,13.42,66.13,10.39,744.66,151,0.28,14.0,2023-09-28 01:00:00
6482,Autumn,16.05,54.96,18.81,166.98,149,0.23,12.78,2023-09-28 02:00:00
6483,Autumn,19.93,32.09,8.05,916.31,128,0.16,7.84,2023-09-28 03:00:00
6484,Autumn,17.56,46.84,18.61,220.43,114,0.1,8.22,2023-09-28 04:00:00
6485,Autumn,16.75,71.92,4.27,173.24,96,0.11,11.72,2023-09-28 05:00:00
6486,Autumn,19.41,65.33,17.12,959.76,132,0.16,8.3,2023-09-28 06:00:00
6487,Autumn,11.66,63.6,12.75,748.23,77,0.19,9.91,2023-09-28 07:00:00
6488,Autumn,18.22,55.38,18.83,639.65,12,0.16,13.48,2023-09-28 08:00:00
6489,Autumn,13.7,48.86,0.62,459.71,5,0.12,7.04,2023-09-28 09:00:00
6490,Autumn,15.78,65.02,16.69,526.29,29,0.13,6.58,2023-09-28 10:00:00
6491,Autumn,12.76,66.19,16.87,300.96,14,0.15,9.9,2023-09-28 11:00:00
6492,Autumn,14.24,57.72,10.62,860.86,11,0.09,12.89,2023-09-28 12:00:00
6493,Autumn,17.61,65.49,8.23,48.44,9,0.06,8.1,2023-09-28 13:00:00
6494,Autumn,10.13,31.11,13.95,672.08,25,0.09,5.62,2023-09-28 14:00:00
6495,Autumn,10.42,78.87,14.85,4.52,8,0.15,10.18,2023-09-28 15:00:00
6496,Autumn,13.26,77.86,3.58,946.42,24,0.05,10.98,2023-09-28 16:00:00
6497,Autumn,14.35,55.71,4.88,607.54,24,0.07,7.0,2023-09-28 17:00:00
6498,Autumn,12.4,51.05,12.65,256.71,7,0.15,8.19,2023-09-28 18:00:00
6499,Autumn,18.28,48.79,9.49,765.26,8,0.12,13.09,2023-09-28 19:00:00
6500,Autumn,12.32,35.24,12.57,289.38,8,0.1,15.49,2023-09-28 20:00:00
6501,Autumn,15.44,47.7,17.77,968.75,159,0.14,13.8,2023-09-28 21:00:00
6502,Autumn,11.88,69.44,17.9,731.51,153,0.15,15.79,2023-09-28 22:00:00
6503,Autumn,16.36,63.89,9.48,58.66,84,0.11,15.19,2023-09-28 23:00:00
6504,Autumn,17.86,78.9,5.99,557.67,174,0.2,16.69,2023-09-29 00:00:00
6505,Autumn,17.4,66.13,0.7,260.42,128,0.18,9.45,2023-09-29 01:00:00
6506,Autumn,18.13,73.64,18.38,14.14,184,0.25,10.55,2023-09-29 02:00:00
6507,Autumn,13.33,60.89,18.98,338.96,116,0.14,9.95,2023-09-29 03:00:00
6508,Autumn,10.81,58.45,15.94,87.64,146,0.12,14.95,2023-09-29 04:00:00
6509,Autumn,15.48,43.13,14.55,193.36,77,0.24,15.24,2023-09-29 05:00:00
6510,Autumn,19.27,49.47,8.0,126.54,118,0.2,17.96,2023-09-29 06:00:00
6511,Autumn,10.79,74.06,9.81,505.43,193,0.15,15.65,2023-09-29 07:00:00
6512,Autumn,18.88,54.97,12.66,908.82,11,0.19,11.26,2023-09-29 08:00:00
6513,Autumn,15.97,76.08,10.18,905.46,20,0.29,12.52,2023-09-29 09:00:00
6514,Autumn,11.61,39.44,12.71,341.61,11,0.13,5.33,2023-09-29 10:00:00
6515,Autumn,14.98,78.05,16.97,113.84,24,0.12,13.91,2023-09-29 11:00:00
6516,Autumn,19.54,64.97,16.16,762.76,9,0.1,8.18,2023-09-29 12:00:00
6517,Autumn,14.9,70.6,14.01,590.36,11,0.06,4.57,2023-09-29 13:00:00
6518,Autumn,17.98,72.14,15.46,313.86,11,0.06,13.37,2023-09-29 14:00:00
6519,Autumn,13.6,50.89,2.51,280.39,11,0.14,13.7,2023-09-29 15:00:00
6520,Autumn,16.25,31.81,2.11,895.38,24,0.09,8.02,2023-09-29 16:00:00
6521,Autumn,18.37,44.41,7.57,775.61,24,0.14,11.51,2023-09-29 17:00:00
6522,Autumn,12.44,61.15,18.75,491.76,17,0.14,8.35,2023-09-29 18:00:00
6523,Autumn,17.36,68.57,17.45,495.34,29,0.1,15.18,2023-09-29 19:00:00
6524,Autumn,19.16,56.3,2.34,793.87,10,0.08,10.12,2023-09-29 20:00:00
6525,Autumn,19.32,40.82,6.75,847.21,138,0.23,6.86,2023-09-29 21:00:00
6526,Autumn,17.44,71.21,8.51,689.58,178,0.28,11.69,2023-09-29 22:00:00
6527,Autumn,16.15,59.44,8.93,194.82,152,0.12,17.55,2023-09-29 23:00:00
6528,Autumn,10.29,77.84,18.46,101.22,174,0.21,15.88,2023-09-30 00:00:00
6529,Autumn,16.88,62.36,8.15,6.0,75,0.11,7.59,2023-09-30 01:00:00
6530,Autumn,17.18,73.76,12.51,376.58,119,0.18,13.54,2023-09-30 02:00:00
6531,Autumn,17.0,55.38,9.44,478.81,73,0.29,11.59,2023-09-30 03:00:00
6532,Autumn,13.37,37.9,18.01,631.99,164,0.17,12.85,2023-09-30 04:00:00
6533,Autumn,10.81,79.71,15.65,83.92,156,0.22,18.84,2023-09-30 05:00:00
6534,Autumn,17.16,79.47,16.78,482.01,97,0.29,7.71,2023-09-30 06:00:00
6535,Autumn,11.77,61.19,17.42,180.25,137,0.19,9.9,2023-09-30 07:00:00
6536,Autumn,19.23,30.61,18.28,88.69,28,0.21,7.63,2023-09-30 08:00:00
6537,Autumn,12.76,68.03,19.86,685.82,24,0.26,11.5,2023-09-30 09:00:00
6538,Autumn,10.25,48.54,1.37,853.16,19,0.06,5.24,2023-09-30 10:00:00
6539,Autumn,12.48,33.64,0.92,100.13,17,0.15,14.55,2023-09-30 11:00:00
6540,Autumn,19.28,41.75,0.06,272.59,28,0.15,14.2,2023-09-30 12:00:00
6541,Autumn,19.68,44.51,12.53,735.17,11,0.11,4.43,2023-09-30 13:00:00
6542,Autumn,16.86,31.02,0.4,985.27,6,0.05,8.58,2023-09-30 14:00:00
6543,Autumn,16.57,39.37,5.35,896.54,27,0.14,5.93,2023-09-30 15:00:00
6544,Autumn,12.57,68.8,18.92,29.79,7,0.11,10.85,2023-09-30 16:00:00
6545,Autumn,13.93,35.34,19.73,606.39,27,0.07,9.77,2023-09-30 17:00:00
6546,Autumn,14.35,45.34,3.69,102.58,18,0.08,11.5,2023-09-30 18:00:00
6547,Autumn,19.89,59.65,16.78,836.2,12,0.12,13.71,2023-09-30 19:00:00
6548,Autumn,13.4,43.99,5.97,230.2,5,0.13,10.08,2023-09-30 20:00:00
6549,Autumn,14.75,37.68,14.52,379.11,127,0.18,17.76,2023-09-30 21:00:00
6550,Autumn,13.77,67.63,17.55,570.32,191,0.12,10.75,2023-09-30 22:00:00
6551,Autumn,15.55,38.42,12.39,399.03,149,0.27,17.0,2023-09-30 23:00:00
6552,Autumn,19.97,77.75,1.45,885.81,65,0.25,13.43,2023-10-01 00:00:00
6553,Autumn,13.15,73.99,11.93,90.63,52,0.25,10.84,2023-10-01 01:00:00
6554,Autumn,16.07,61.86,10.26,321.94,192,0.16,10.78,2023-10-01 02:00:00
6555,Autumn,19.74,67.91,7.01,755.72,63,0.12,6.22,2023-10-01 03:00:00
6556,Autumn,12.35,53.61,1.31,587.34,144,0.18,17.78,2023-10-01 04:00:00
6557,Autumn,19.34,65.3,0.5,736.95,124,0.27,12.1,2023-10-01 05:00:00
6558,Autumn,18.05,78.89,12.5,925.15,115,0.15,15.3,2023-10-01 06:00:00
6559,Autumn,15.03,77.76,11.45,123.84,83,0.16,17.84,2023-10-01 07:00:00
6560,Autumn,11.6,40.94,3.09,807.19,9,0.28,13.3,2023-10-01 08:00:00
6561,Autumn,11.81,34.79,7.42,371.83,13,0.21,10.7,2023-10-01 09:00:00
6562,Autumn,13.63,79.45,16.02,600.36,28,0.13,13.21,2023-10-01 10:00:00
6563,Autumn,11.52,50.79,15.33,380.35,8,0.09,5.08,2023-10-01 11:00:00
6564,Autumn,18.92,44.37,19.19,422.86,27,0.07,13.96,2023-10-01 12:00:00
6565,Autumn,18.13,35.53,8.66,442.82,28,0.05,8.56,2023-10-01 13:00:00
6566,Autumn,12.08,30.12,6.1,562.17,27,0.12,7.18,2023-10-01 14:00:00
6567,Autumn,15.53,55.53,5.57,838.16,7,0.1,14.38,2023-10-01 15:00:00
6568,Autumn,11.43,72.87,13.52,712.11,18,0.11,5.88,2023-10-01 16:00:00
6569,Autumn,17.42,32.31,17.89,872.08,24,0.09,14.98,2023-10-01 17:00:00
6570,Autumn,19.23,73.75,10.45,465.53,27,0.1,7.32,2023-10-01 18:00:00
6571,Autumn,14.59,71.76,8.66,925.14,29,0.13,12.79,2023-10-01 19:00:00
6572,Autumn,11.29,38.81,16.15,24.82,17,0.05,11.66,2023-10-01 20:00:00
6573,Autumn,13.61,51.17,5.7,528.28,97,0.2,9.8,2023-10-01 21:00:00
6574,Autumn,12.0,79.94,15.98,536.6,122,0.25,14.21,2023-10-01 22:00:00
6575,Autumn,11.47,30.85,13.99,747.81,99,0.26,9.82,2023-10-01 23:00:00
6576,Autumn,16.97,48.32,16.52,783.54,90,0.13,6.8,2023-10-02 00:00:00
6577,Autumn,14.36,46.12,8.76,148.58,100,0.29,14.47,2023-10-02 01:00:00
6578,Autumn,19.34,36.08,0.23,42.12,141,0.11,15.34,2023-10-02 02:00:00
6579,Autumn,12.11,56.76,0.92,783.31,158,0.11,18.15,2023-10-02 03:00:00
6580,Autumn,15.86,51.49,3.97,521.26,195,0.14,18.72,2023-10-02 04:00:00
6581,Autumn,13.92,44.69,3.42,229.8,131,0.21,18.13,2023-10-02 05:00:00
6582,Autumn,12.57,65.05,16.77,971.54,177,0.16,14.39,2023-10-02 06:00:00
6583,Autumn,13.92,70.88,13.34,714.3,156,0.1,12.61,2023-10-02 07:00:00
6584,Autumn,16.6,38.31,7.59,824.65,16,0.2,14.25,2023-10-02 08:00:00
6585,Autumn,16.3,69.9,2.9,360.05,17,0.19,12.77,2023-10-02 09:00:00
6586,Autumn,12.35,67.4,7.23,751.62,30,0.07,6.78,2023-10-02 10:00:00
6587,Autumn,11.2,49.98,8.43,755.19,25,0.12,5.96,2023-10-02 11:00:00
6588,Autumn,17.57,67.06,17.63,415.37,22,0.06,6.23,2023-10-02 12:00:00
6589,Winter,5.51,62.39,16.69,582.26,35,0.06,16.39,2023-10-02 13:00:00
6590,Winter,4.52,74.6,19.82,731.97,25,0.14,17.51,2023-10-02 14:00:00
6591,Winter,5.01,59.93,1.9,38.15,25,0.12,21.3,2023-10-02 15:00:00
6592,Winter,5.1,51.82,8.07,98.3,16,0.13,14.31,2023-10-02 16:00:00
6593,Winter,5.89,70.6,3.39,366.17,36,0.14,16.14,2023-10-02 17:00:00
6594,Winter,2.21,62.6,12.67,753.28,21,0.1,16.04,2023-10-02 18:00:00
6595,Winter,7.84,58.06,6.8,422.55,11,0.05,17.17,2023-10-02 19:00:00
6596,Winter,-0.23,74.36,1.52,944.38,17,0.08,18.43,2023-10-02 20:00:00
6597,Winter,-1.75,51.39,15.03,674.8,21,0.25,17.8,2023-10-02 21:00:00
6598,Winter,8.02,30.1,5.71,72.56,36,0.27,17.75,2023-10-02 22:00:00
6599,Winter,-1.12,79.34,9.71,599.29,24,0.22,13.97,2023-10-02 23:00:00
6600,Winter,-2.56,55.05,12.85,789.37,15,0.26,17.82,2023-10-03 00:00:00
6601,Winter,-4.17,43.06,6.78,64.9,29,0.17,14.61,2023-10-03 01:00:00
6602,Winter,1.87,47.6,2.02,692.19,23,0.27,14.27,2023-10-03 02:00:00
6603,Winter,-3.52,72.11,1.24,712.22,24,0.15,16.28,2023-10-03 03:00:00
6604,Winter,-1.52,55.12,16.71,735.85,50,0.28,20.67,2023-10-03 04:00:00
6605,Winter,-4.33,39.96,9.31,519.52,40,0.28,12.77,2023-10-03 05:00:00
6606,Winter,3.78,31.15,2.64,280.8,9,0.13,11.21,2023-10-03 06:00:00
6607,Winter,0.25,64.27,19.5,63.41,24,0.12,23.15,2023-10-03 07:00:00
6608,Winter,-3.72,53.63,2.26,495.45,15,0.18,12.72,2023-10-03 08:00:00
6609,Winter,3.09,65.12,17.01,807.51,13,0.13,12.53,2023-10-03 09:00:00
6610,Winter,-4.18,56.09,10.76,537.89,5,0.1,15.74,2023-10-03 10:00:00
6611,Winter,-0.82,49.8,3.47,273.77,18,0.06,22.56,2023-10-03 11:00:00
6612,Winter,3.49,50.75,2.94,753.82,48,0.07,11.09,2023-10-03 12:00:00
6613,Winter,-4.44,44.69,17.64,851.27,36,0.12,17.47,2023-10-03 13:00:00
6614,Winter,-2.0,66.46,0.49,63.44,43,0.07,15.67,2023-10-03 14:00:00
6615,Winter,3.38,40.11,10.69,602.38,11,0.14,12.85,2023-10-03 15:00:00
6616,Winter,7.3,44.2,10.8,145.56,7,0.07,9.38,2023-10-03 16:00:00
6617,Winter,4.06,77.35,7.83,201.34,26,0.06,17.8,2023-10-03 17:00:00
6618,Winter,0.49,77.76,14.7,166.9,41,0.06,17.6,2023-10-03 18:00:00
6619,Winter,2.05,78.01,3.73,183.96,6,0.14,10.43,2023-10-03 19:00:00
6620,Winter,5.64,42.86,16.49,578.27,19,0.12,15.03,2023-10-03 20:00:00
6621,Winter,2.49,33.12,8.61,398.3,8,0.23,17.83,2023-10-03 21:00:00
6622,Winter,2.91,37.83,15.13,588.8,22,0.19,11.04,2023-10-03 22:00:00
6623,Winter,6.21,38.6,4.15,37.82,38,0.16,20.48,2023-10-03 23:00:00
6624,Winter,-0.8,70.49,17.14,700.51,41,0.13,17.07,2023-10-04 00:00:00
6625,Winter,2.39,70.51,11.97,253.39,28,0.17,10.6,2023-10-04 01:00:00
6626,Winter,8.79,30.8,7.72,521.26,9,0.14,11.92,2023-10-04 02:00:00
6627,Winter,5.73,49.74,7.51,588.89,12,0.1,11.57,2023-10-04 03:00:00
6628,Winter,-4.36,58.17,12.69,878.67,7,0.12,20.6,2023-10-04 04:00:00
6629,Winter,2.0,65.1,8.33,603.1,19,0.22,17.4,2023-10-04 05:00:00
6630,Winter,2.29,77.71,16.16,24.81,14,0.3,19.72,2023-10-04 06:00:00
6631,Winter,8.9,56.69,6.68,302.42,28,0.17,9.23,2023-10-04 07:00:00
6632,Winter,0.86,59.12,12.62,771.27,17,0.12,18.75,2023-10-04 08:00:00
6633,Winter,-2.53,38.36,0.52,863.62,16,0.23,20.55,2023-10-04 09:00:00
6634,Winter,6.25,43.44,18.16,398.8,36,0.1,20.39,2023-10-04 10:00:00
6635,Winter,2.59,75.97,9.62,722.93,22,0.14,19.49,2023-10-04 11:00:00
6636,Winter,-0.11,70.98,0.42,131.24,29,0.1,12.75,2023-10-04 12:00:00
6637,Winter,6.64,50.29,11.09,540.63,23,0.08,11.43,2023-10-04 13:00:00
6638,Winter,-0.04,62.02,7.66,598.43,21,0.06,12.98,2023-10-04 14:00:00
6639,Winter,2.03,51.23,1.13,635.9,20,0.08,16.93,2023-10-04 15:00:00
6640,Winter,0.93,73.38,3.49,502.1,17,0.1,13.66,2023-10-04 16:00:00
6641,Winter,-4.4,59.96,19.16,617.79,16,0.12,10.96,2023-10-04 17:00:00
6642,Winter,8.64,33.17,11.27,681.21,8,0.11,13.59,2023-10-04 18:00:00
6643,Winter,4.68,62.97,0.31,701.23,25,0.13,10.1,2023-10-04 19:00:00
6644,Winter,-0.35,69.19,16.92,731.16,23,0.08,20.65,2023-10-04 20:00:00
6645,Winter,7.4,41.41,5.49,542.11,166,0.22,18.7,2023-10-04 21:00:00
6646,Winter,-0.76,55.16,3.37,419.18,143,0.24,16.46,2023-10-04 22:00:00
6647,Winter,3.19,33.6,17.07,312.03,156,0.29,20.6,2023-10-04 23:00:00
6648,Winter,-3.97,61.58,0.7,391.37,162,0.27,21.9,2023-10-05 00:00:00
6649,Winter,8.2,40.46,4.67,791.32,155,0.27,14.6,2023-10-05 01:00:00
6650,Winter,1.04,42.78,8.83,926.7,95,0.22,14.39,2023-10-05 02:00:00
6651,Winter,3.36,62.53,7.97,521.79,52,0.18,12.67,2023-10-05 03:00:00
6652,Winter,2.71,55.94,0.67,721.19,99,0.14,16.53,2023-10-05 04:00:00
6653,Winter,8.84,65.73,4.32,78.86,188,0.29,24.92,2023-10-05 05:00:00
6654,Winter,0.52,60.8,9.05,414.8,55,0.23,19.03,2023-10-05 06:00:00
6655,Winter,7.08,69.19,16.77,525.65,72,0.27,13.65,2023-10-05 07:00:00
6656,Winter,-1.69,41.31,8.69,203.45,26,0.27,15.69,2023-10-05 08:00:00
6657,Winter,1.87,33.33,7.88,456.17,8,0.19,18.21,2023-10-05 09:00:00
6658,Winter,1.97,78.31,9.57,91.56,16,0.06,16.25,2023-10-05 10:00:00
6659,Winter,-1.66,63.12,19.68,663.18,25,0.14,13.19,2023-10-05 11:00:00
6660,Winter,8.39,66.29,2.74,223.57,30,0.13,13.81,2023-10-05 12:00:00
6661,Winter,9.44,63.89,4.88,22.06,29,0.11,14.38,2023-10-05 13:00:00
6662,Winter,4.37,49.89,19.43,411.58,17,0.09,12.46,2023-10-05 14:00:00
6663,Winter,5.09,71.66,16.09,607.84,29,0.05,13.19,2023-10-05 15:00:00
6664,Winter,2.09,46.03,5.35,311.03,15,0.12,14.37,2023-10-05 16:00:00
6665,Winter,7.96,39.19,0.68,933.17,16,0.13,8.01,2023-10-05 17:00:00
6666,Winter,-0.37,61.31,7.49,276.08,6,0.1,12.31,2023-10-05 18:00:00
6667,Winter,8.11,42.09,8.78,857.69,6,0.13,9.56,2023-10-05 19:00:00
6668,Winter,6.04,54.9,19.99,539.61,16,0.06,9.22,2023-10-05 20:00:00
6669,Winter,-3.65,42.07,7.24,243.47,175,0.16,21.86,2023-10-05 21:00:00
6670,Winter,3.06,50.91,15.23,943.86,196,0.15,18.79,2023-10-05 22:00:00
